address,full_address,lat,lon
"33 SHEPPARD AVE E","33 Sheppard Avenue East, Toronto, ON M2N, Canada",43.7618676,-79.4093489
"101 HUMBER BLVD","101 Humber Boulevard South, Toronto, ON M6N, Canada",43.6796168,-79.4824999
"2065 FINCH AVE W","2065 Finch Avenue West, Toronto, ON M3N 1M9, Canada",43.7561252,-79.5234119
"110 EGLINTON AVE E","110 Eglinton Avenue East, Toronto, ON M4P 1A6, Canada",43.7074674,-79.394834
"366 BLOOR ST W","366 Bloor Street West, Toronto, ON M5S 1X6, Canada",43.6662851,-79.4056645
"3243 YONGE ST","3243 Yonge Street, Toronto, ON M4N 2L2, Canada",43.7289383,-79.40322189999999
"3426 BATHURST ST","3426 Bathurst Street, Toronto, ON M6A 2C3, Canada",43.7271907,-79.43175389999999
"699 ST CLAIR AVE W","699 Saint Clair Avenue West, Toronto, ON M6C, Canada",43.68143389999999,-79.4262694
"586 BLOOR ST W","586 Bloor Street West, Toronto, ON M6G 1K4, Canada",43.6648621,-79.4127189
"1966 WESTON RD","1966 Weston Road, York, ON M9N 1W8, Canada",43.70071129999999,-79.5185487
"1365 MILITARY TRL","1365 Military Trail, Toronto, ON M1C 1A5, Canada",43.78355699999999,-79.181846
"1427 GERRARD ST E","1427 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",43.6721267,-79.3222997
"337 DANFORTH AVE","337 Danforth Avenue, Toronto, ON M4K 2X4, Canada",43.67724260000001,-79.3533205
"1974 EGLINTON AVE W","1974 Eglinton Avenue West, Toronto, ON M6E 2K1, Canada",43.6948071,-79.4542947
"64 KINGSTON RD","64 Kingston Road, Toronto, ON M4L 3M6, Canada",43.668996,-79.3116924
"6365 YONGE ST","6365 Yonge Street, Toronto, ON M2M 4J8, Canada",43.7970403,-79.41956499999999
"1977 DUNDAS ST W","1977 Dundas Street West, Toronto, ON M6R 1W6, Canada",43.651217,-79.4454272
"1274 BLOOR ST W","1274 Bloor Street West, Toronto, ON M6H 1N8, Canada",43.6587554,-79.441301
"588 QUEEN ST W","588 Queen Street West, Toronto, ON M6J 1E3, Canada",43.647198,-79.40405720000001
"1166 ALBION RD","1166 Albion Road, Toronto, ON M9V 1A8, Canada",43.7380583,-79.5678798
"934 QUEEN ST W","934 Queen Street West, Toronto, ON M6J 2V1, Canada",43.6447524,-79.4161417
"1185 BRIMLEY RD","1185 Brimley Road, Scarborough, ON M1P 3X1, Canada",43.7660467,-79.2597328
"1240 DUNDAS ST W","1240 Dundas Street West, Toronto, ON M6J 1X5, Canada",43.6494378,-79.4239654
"401 DANFORTH AVE","401 Danforth Avenue, Toronto, ON M4K 1P1, Canada",43.6775367,-79.35146209999999
"1561 THE QUEENSWAY","1561 The Queensway, Etobicoke, ON M8Z 1T5, Canada",43.6179953,-79.5393638
"2757 KIPLING AVE","2757 Kipling Avenue, Toronto, ON M9V 4M2, Canada",43.753766,-79.5870217
"2078 DUNDAS ST W","2078 Dundas Street West, Toronto, ON M6R 1W9, Canada",43.6522179,-79.4483169
"780 QUEEN ST W","780 Queen Street West, Toronto, ON M6J 1G4, Canada",43.6458022,-79.4113777
"1140 SHEPPARD AVE W","1140 Sheppard Avenue West, Toronto, ON M3K 2B5, Canada",43.752415,-79.4676868
"890 WARDEN AVE","890 Warden Avenue, Toronto, ON M1L 4W6, Canada",43.72935349999999,-79.2882175
"120 PETER ST","120 Peter Street, Toronto, ON M5V 2G7, Canada",43.6480164,-79.39324239999999
"983 QUEEN ST E","983 Queen Street East, Toronto, ON M4M 1K2, Canada",43.6613152,-79.3384143
"1578 BAYVIEW AVE","1578 Bayview Avenue, Toronto, ON M4S 1T3, Canada",43.7056314,-79.37533839999999
"595 BLOOR ST W","595 Bloor Street West, Toronto, ON M6G 1K4, Canada",43.6646785,-79.4128508
"655 COLLEGE ST","655 College Street, Toronto, ON M6G 3A7, Canada",43.6549291,-79.4161807
"4 WADE AVE","4 Wade Avenue, Toronto, ON M6H 2Z3, Canada",43.6592139,-79.4433049
"685 LANSDOWNE AVE","685 Lansdowne Avenue, Toronto, ON M6H 3Y2, Canada",43.658881,-79.44289839999999
"962 DANFORTH AVE","962 Danforth Avenue, Toronto, ON M4J 1L8, Canada",43.6804388,-79.33798209999999
"130 EGLINTON AVE E","130 Eglinton Avenue East, Toronto, ON M4P 1A6, Canada",43.7077311,-79.39450769999999
"2446 KINGSTON RD","2446 Kingston Road, Toronto, ON M1N 1V2, Canada",43.7095715,-79.249383
"1382 QUEEN ST W","1382 Queen Street West, Toronto, ON M6K 1L8, Canada",43.641272,-79.43339879999999
"2070 AVENUE RD","2070 Avenue Road, Toronto, ON M5M 4A4, Canada",43.736448,-79.42023259999999
"1097 YONGE ST","1097 Yonge Street, Toronto, ON M4W 2L8, Canada",43.6799902,-79.3907512
"2650 ST CLAIR AVE E","2650 Saint Clair Avenue East, East York, ON M4B 3M1, Canada",43.7054175,-79.3133115
"119 ST GEORGE ST","119 Saint George Street, Toronto, ON M5S 2E8, Canada",43.6669444,-79.39957
"105 ST GEORGE ST","105 Saint George Street, Toronto, ON M5S 2E8, Canada",43.6652631,-79.3986204
"196 BORDEN ST","196 Borden Street, Toronto, ON M5S 1E3, Canada",43.661917,-79.4072502
"195 HARBORD ST","195 Harbord Street, Toronto, ON M5S 2R5, Canada",43.6617201,-79.408743
"129 BREMNER BLVD","Bremner Boulevard, Toronto, ON, Canada",43.6417801,-79.3864815
"3 WOODMOUNT AVE","3 Woodmount Avenue, Toronto, ON M4C 3X5, Canada",43.6854914,-79.3152887
"388 RICHMOND ST W","388 Richmond Street West, Toronto, ON M5V, Canada",43.6481029,-79.394857
"934 KING ST W","934 King Street West, Toronto, ON M7A 2A9, Canada",43.6422905,-79.4113249
"3 PARK HOME AVE","3 Park Home Avenue, Toronto, ON M2N, Canada",43.7687478,-79.41452579999999
"851 MILNER AVE","851 Milner Avenue, Toronto, ON M1B 5N6, Canada",43.8002724,-79.19880599999999
"483 CHURCH ST","483 Church Street, Toronto, ON M4Y 2C6, Canada",43.6649185,-79.380584
"128 ATLANTIC AVE","128 Atlantic Avenue, Toronto, ON M6K 1X9, Canada",43.6398399,-79.4213542
"5576 YONGE ST","5576 Yonge Street, North York, ON M2N 7L3, Canada",43.7791003,-79.4156315
"2389 YONGE ST","2389 Yonge Street, Toronto, ON M4P 2H5, Canada",43.7098115,-79.39884169999999
"1163 BLOOR ST W","1163 Bloor Street West, Toronto, ON M6H 1N1, Canada",43.659418,-79.437528
"541 QUEEN ST W","541 Queen Street West, Toronto, ON M5V 2B4, Canada",43.6479381,-79.3998977
"80 FENMAR DR","80 Fenmar Drive, Toronto, ON M9L 1M7, Canada",43.7578059,-79.54474239999999
"140 COLLEGE ST","140 College Street, Toronto, ON M5S 3E3, Canada",43.65941249999999,-79.3925982
"3366 KEELE ST","3366 Keele Street, Toronto, ON M3M 2Y9, Canada",43.7463513,-79.48675039999999
"854 BATHURST ST","854 Bathurst Street, Toronto, ON M5R 3G2, Canada",43.6666872,-79.4119934
"80 SHEPPARD AVE W","80 Sheppard Avenue West, Toronto, ON M2N 1M4, Canada",43.7607914,-79.4147615
"55 EGLINTON AVE E","55 Eglinton Avenue East, Toronto, ON M4P 1G8, Canada",43.7070612,-79.39615959999999
"365 MARLEE AVE","365 Marlee Avenue, Toronto, ON M6B 3H9, Canada",43.7069207,-79.4429179
"336 QUEEN ST W","336 Queen Street West, Toronto, ON M5V 2A4, Canada",43.6490531,-79.3949141
"1 THE MARKET PL","1-23 The Market Place, Toronto, ON M4C 5M2, Canada",43.6954518,-79.29303589999999
"1651 QUEEN ST E","1651 Queen Street East, Toronto, ON M4L 1G5, Canada",43.66663519999999,-79.3145964
"464 DANFORTH AVE","464 Danforth Avenue, Toronto, ON M4K 1P3, Canada",43.677912,-79.3500639
"323 RICHMOND ST E","323 Richmond Street East, Toronto, ON M5A 4S8, Canada",43.6533694,-79.3690823
"3401 YONGE ST","3401 Yonge Street, Toronto, ON M4N, Canada",43.7327364,-79.4040507
"1601 EGLINTON AVE W","1601 Eglinton Avenue West, Toronto, ON M6E 2G8, Canada",43.6972731,-79.442865
"1969 QUEEN ST E","1969 Queen Street East, Toronto, ON M4L 1H9, Canada",43.6697578,-79.301254
"5215 FINCH AVE E","5215 Finch Avenue East, Scarborough, ON M1S 4Z5, Canada",43.8098335,-79.25732699999999
"946 ROYAL YORK RD","946 Royal York Road, Etobicoke, ON M8X 1C2, Canada",43.64773599999999,-79.51169829999999
"584 LANSDOWNE AVE","584 Lansdowne Avenue, Toronto, ON M6H 3Y6, Canada",43.6606134,-79.4436034
"3750 BATHURST ST","3750 Bathurst Street, Toronto, ON M3H, Canada",43.7370255,-79.43453579999999
"54 PETERBOROUGH AVE","54 Peterborough Avenue, Toronto, ON M6H 3R3, Canada",43.6741262,-79.44439969999999
"1995 FINCH AVE W","1995 Finch Avenue West, Toronto, ON M3N 2K2, Canada",43.7570076,-79.51951989999999
"296 WALLACE AVE","296 Wallace Avenue, Toronto, ON M6P 3N5, Canada",43.66152899999999,-79.4481924
"2853 JANE ST","2853 Jane Street, Toronto, ON M3N 2J5, Canada",43.7517781,-79.5162771
"2038 QUEEN ST E","2038 Queen Street East, Toronto, ON M4L 1J3, Canada",43.6705923,-79.2982955
"1528 QUEEN ST W","1528 Queen Street West, Toronto, ON M6R 1A1, Canada",43.6401364,-79.43900839999999
"1473 QUEEN ST W","1473 Queen Street West, Toronto, ON M6R 1A6, Canada",43.640009,-79.4391023
"1540 DUPONT ST","1540 Dupont Street, Toronto, ON M6P 3S3, Canada",43.6655275,-79.4522853
"703 QUEEN ST E","703 Queen Street East, Toronto, ON M4M 1G6, Canada",43.6586842,-79.3501393
"252 LAIRD DR","252 Laird Drive, Toronto, ON M4G 3X2, Canada",43.7124005,-79.364323
"2631 EGLINTON AVE W","2631 Eglinton Avenue West, Toronto, ON M6M 1T9, Canada",43.6899843,-79.4755012
"2310 KEELE ST","2310 Keele Street, Toronto, ON M6M 3Z9, Canada",43.7034491,-79.47687429999999
"521 KING ST W","521 King Street West, Toronto, ON M5V 3M4, Canada",43.6447071,-79.39816320000001
"4457 KINGSTON RD","4457 Kingston Road, Toronto, ON M1E, Canada",43.7683827,-79.1875816
"760 ST CLAIR AVE W","760 Saint Clair Avenue West, Toronto, ON M6C 2Z1, Canada",43.681258,-79.4284565
"239 PARK LAWN RD","239 Park Lawn Road, Toronto, ON M8Y 3J6, Canada",43.6322074,-79.49168010000001
"182 BROWNS LINE","182 Brown's Line, Toronto, ON M8W 3T3, Canada",43.5969176,-79.54341029999999
"3069 BATHURST ST","3069 Bathurst Street, North York, ON M6B 3B7, Canada",43.7185614,-79.4294743
"2835 BATHURST ST","2835 Bathurst Street, Toronto, ON M6B 3A4, Canada",43.7138603,-79.42847259999999
"2655 YONGE ST","2655 Yonge Street, Toronto, ON M4R 1J8, Canada",43.71582170000001,-79.4001117
"252 BLOOR ST W","252 Bloor Street West, Toronto, ON M5R, Canada",43.6678888,-79.398372
"4724 JANE ST","4724 Jane Street, Toronto, ON M3N 2L3, Canada",43.7702514,-79.52078929999999
"840 DUPONT ST","840 Dupont Street, Toronto, ON M6G, Canada",43.670361,-79.42804919999999
"837 RUNNYMEDE RD","837 Runnymede Road, Toronto, ON M6N 3V9, Canada",43.6697229,-79.4838473
"1112 QUEEN ST W","1112 Queen Street West, Toronto, ON M6J 1H9, Canada",43.6434491,-79.4231722
"770 BIRCHMOUNT RD","770 Birchmount Road, Toronto, ON M1L 4S2, Canada",43.7262755,-79.27689529999999
"2328 QUEEN ST E","2328 Queen Street East, Toronto, ON M4E 1H8, Canada",43.6737338,-79.2827081
"634 CHURCH ST","634 Church Street, Toronto, ON M4Y 2G3, Canada",43.66976710000001,-79.382847
"3750 MIDLAND AVE","3750 Midland Avenue, Toronto, ON M1V 4S8, Canada",43.8164612,-79.2930902
"38 KARL FRASER RD","38 Karl Fraser Road, Shops at Don Mills, Toronto, ON M3C 0E7, Canada",43.7361527,-79.3449502
"1182 BLOOR ST W","1182 Bloor Street West, Toronto, ON M6H 1N1, Canada",43.6594436,-79.4375381
"1 KING ST W","1 King Street West, Toronto, ON M5J, Canada",43.648715,-79.37810900000001
"604 KING ST W","604 King Street West, Toronto, ON M5V 1M5, Canada",43.6444374,-79.4001353
"4916 DUNDAS ST W","4916 Dundas Street West, Etobicoke, ON M9A 1B8, Canada",43.6487706,-79.5289028
"2061 STEELES AVE W","2061 Steeles Avenue West, Riocan Marketplace, Toronto, ON M3J 3N2, Canada",43.7864465,-79.47280479999999
"3477 KENNEDY RD","3477 Kennedy Road, Toronto, ON M1V 4S4, Canada",43.8217605,-79.30617749999999
"1070 DON MILLS RD","1070 Don Mills Road, Toronto, ON, Canada",43.7362733,-79.34329350000002
"2929 DANFORTH AVE","2929 Danforth Avenue, Toronto, ON M4C 1M1, Canada",43.690184,-79.29290929999999
"1580 BAYVIEW AVE","1580 Bayview Avenue, Toronto, ON M4S 1T3, Canada",43.7056914,-79.375337
"5351 YONGE ST","5351 Yonge Street, Toronto, ON M2N 7A1, Canada",43.7754134,-79.414148
"369 WILSON AVE","369 Wilson Avenue, Toronto, ON M3H 1T4, Canada",43.73655120000001,-79.4379033
"363 WILSON AVE","363 Wilson Avenue, North York, ON M3H 1T3, Canada",43.7365788,-79.4369979
"715 QUEEN ST W","715 Queen Street West, Toronto, ON M6J 1E3, Canada",43.6467453,-79.4060148
"942 PAPE AVE","942 Pape Avenue, Toronto, ON M4K 3V5, Canada",43.6866995,-79.34779569999999
"2058 ELLESMERE RD","2058 Ellesmere Road, Toronto, ON M1H 2V6, Canada",43.775922,-79.234273
"2035 DANFORTH AVE","2035 Danforth Avenue, Toronto, ON M4C 1J6, Canada",43.6854338,-79.313873
"1917 ALBION RD","1917 Albion Road, Etobicoke, ON M9W 5T2, Canada",43.7463387,-79.6194501
"538 MANNING AVE","538 Manning Avenue, Toronto, ON M6G 2W2, Canada",43.6606321,-79.4147235
"4906 DUNDAS ST W","4906 Dundas Street West, Toronto, ON M9A 1B4, Canada",43.6490301,-79.5285414
"32 CLOCK TOWER RD","32 Clock Tower Road, Shops at Don Mills, Toronto, ON M3C 0J1, Canada",43.7342646,-79.3449344
"173 RONCESVALLES AVE","173 Roncesvalles Avenue, Toronto, ON M6R 2L2, Canada",43.6444122,-79.4482949
"27 WELLESLEY ST E","27 Wellesley Street East, Toronto, ON M4Y 1G7, Canada",43.66506580000001,-79.3830954
"22 FORT YORK BLVD","22 Fort York Boulevard, Toronto, ON M5V, Canada",43.6358617,-79.4069134
"333 BAY ST","333 Bay Street, Toronto, ON M5H 2S8, Canada",43.6502423,-79.3808377
"1166 QUEEN ST W","1166 Queen Street West, Toronto, ON M6J 1J4, Canada",43.6429047,-79.4253433
"900 BAY ST","900 Bay Street, Toronto, ON M7A 2E3, Canada",43.6635646,-79.386952
"755 DANFORTH AVE","755 Danforth Avenue, Toronto, ON M4J 1L2, Canada",43.6793743,-79.3423126
"2029 YONGE ST","2029 Yonge Street, Toronto, ON M4S 2A2, Canada",43.70152290000001,-79.3971207
"599 SHERBOURNE ST","599 Sherbourne Street, Toronto, ON M4X 1L4, Canada",43.6711958,-79.3763798
"1145 MORNINGSIDE AVE","1145 Morningside Avenue, Toronto, ON M1B, Canada",43.8014592,-79.1994568
"275 YONGE ST","275 Yonge Street, Toronto, ON M5B 2H1, Canada",43.6554005,-79.3804433
"769 DUNDAS ST W","769 Dundas Street West, Toronto, ON M6J 1T8, Canada",43.6519984,-79.4070066
"1710 QUEEN ST W","1710 Queen Street West, Toronto, ON M6R 1B3, Canada",43.6389877,-79.4451285
"2383 YONGE ST","2383 Yonge Street, Toronto, ON M4P 2H5, Canada",43.7097303,-79.3988426
"72 OSSINGTON AVE","72 Ossington Avenue, Toronto, ON M6J 2Z2, Canada",43.6458204,-79.4195349
"17 THE MARKET PL","17 Market Street, Toronto, ON M5E 1A9, Canada",43.6483999,-79.371906
"928 EGLINTON AVE W","928 Eglinton Avenue West, Toronto, ON M6C 2C5, Canada",43.7005483,-79.4283009
"272 AUGUSTA AVE","272 Augusta Avenue, Toronto, ON M5T 1N9, Canada",43.6567403,-79.4029298
"1405 DANFORTH AVE","1405 Danforth Avenue, Toronto, ON M4J 1M9, Canada",43.682502,-79.3274668
"273 BLOOR ST W","273 Bloor Street West, Toronto, ON M5S, Canada",43.6681981,-79.39632859999999
"1980 QUEEN ST E","1980 Queen Street East, Toronto, ON M4L 1J1, Canada",43.6698792,-79.3008213
"3701 DANFORTH AVE","3701 Danforth Avenue, Scarborough, ON M1N 2G2, Canada",43.6988959,-79.2586518
"2240 MIDLAND AVE","2240 Midland Avenue, Toronto, ON M1P, Canada",43.77544959999999,-79.2743833
"336 SPADINA AVE","336 Spadina Avenue, Toronto, ON M5T, Canada",43.6539898,-79.3987277
"1448 GERRARD ST E","1448 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",43.6724566,-79.3213434
"1131 MARKHAM RD","1131 Markham Road, Scarborough, ON M1H 2G1, Canada",43.7755703,-79.2312487
"24 RIVALDA RD","24 Rivalda Road, Toronto, ON M9M 2M4, Canada",43.7362897,-79.53462859999999
"1948 EGLINTON AVE W","1948 Eglinton Avenue West, Toronto, ON M6E 2J7, Canada",43.6951483,-79.4534377
"3 GROSVENOR ST","3 Grosvenor Street, Toronto, ON M4Y 1B4, Canada",43.66303389999999,-79.3838101
"900 MIDDLEFIELD RD","900 Middlefield Road, Toronto, ON M1V 5J3, Canada",43.8274298,-79.2657211
"33 WINONA DR","33 Winona Drive, Toronto, ON M6G 3S7, Canada",43.6752815,-79.43040649999999
"3085 BATHURST ST","3085 Bathurst Street, Toronto, ON M6A 2A6, Canada",43.7202052,-79.429895
"996 QUEEN ST E","996 Queen Street East, Toronto, ON M4M 1K2, Canada",43.6612559,-79.33954820000001
"35 ELM ST","35 Elm Street, Toronto, ON M5G 1M7, Canada",43.6574926,-79.383408
"1239 ST CLAIR AVE W","1239 Saint Clair Avenue West, Toronto, ON M6H 3S1, Canada",43.6773063,-79.44561
"3009 KINGSTON RD","3009 Kingston Road, Toronto, ON M1M, Canada",43.7258368,-79.2314579
"271 YONGE ST","271 Yonge Street, Toronto, ON M5B 2H1, Canada",43.6552876,-79.3804499
"356 COLLEGE ST","356 College Street, Toronto, ON M5T 3A9, Canada",43.6572198,-79.4040698
"1852 AVENUE RD","1852 Avenue Road, Toronto, ON M5M 3Z5, Canada",43.73143049999999,-79.419304
"898 QUEEN ST E","898 Queen Street East, Toronto, ON M4M 1J2, Canada",43.6605064,-79.3429027
"219 YONGE ST","219 Yonge Street, Toronto, ON M5B 2H1, Canada",43.6538551,-79.3797724
"1416 QUEEN ST W","1416 Queen Street West, Toronto, ON M6K 2S1, Canada",43.6410318,-79.4348953
"95 CHARLES ST W","95 Charles Street West, Toronto, ON M5S 1K5, Canada",43.6675574,-79.39195629999999
"3420 LAWRENCE AVE E","3420 Lawrence Avenue East, Scarborough, ON M1H 1P6, Canada",43.7591986,-79.2293439
"253 AUGUSTA AVE","253 Augusta Avenue, Toronto, ON M5T, Canada",43.6550165,-79.4021708
"2440 FINCH AVE W","2440 Finch Avenue West, Toronto, ON M9M, Canada",43.75003359999999,-79.5521689
"36 REXDALE BLVD","36 Rexdale Boulevard, Toronto, ON M9W, Canada",43.7137488,-79.5582134
"1048 BATHURST ST","1048 Bathurst Street, Toronto, ON M5R 3G8, Canada",43.6717383,-79.4139324
"1415 YONGE ST","1415 Yonge Street, Toronto, ON M4T 1Y7, Canada",43.68740090000001,-79.39370439999999
"222 OSSINGTON AVE","222 Ossington Avenue, Toronto, ON M6J 2Z7, Canada",43.6491526,-79.42086719999999
"579 MOUNT PLEASANT RD","579 Mount Pleasant Road, Toronto, ON M4S 1P1, Canada",43.7033578,-79.3881339
"9 KINGS COLLEGE CRCL","9 Kings College Circle, Toronto, ON M5S 1A8, Canada",43.6618252,-79.3941368
"1301 QUEEN ST E","1301 Queen Street East, Toronto, ON M4L 1C2, Canada",43.6636637,-79.3281288
"281 COLLEGE ST","281 College Street, Toronto, ON M5S 2K2, Canada",43.65769239999999,-79.4008466
"15 O'NEILL RD","O'Neill Road, Shops at Don Mills, Toronto, ON M3C 0H2, Canada",43.7340666,-79.3450175
"3142 DUNDAS ST W","3142 Dundas Street West, Toronto, ON M6P 2A1, Canada",43.665628,-79.47466759999999
"2804 DUNDAS ST W","2804 Dundas Street West, Toronto, ON M6P 1Y5, Canada",43.6654927,-79.4628785
"853 MILNER AVE","853 Milner Avenue, Toronto, ON M1B 5N6, Canada",43.800322,-79.1985593
"117 EGLINTON AVE E","117 Eglinton Avenue East, Toronto, ON M4P 1A6, Canada",43.7074649,-79.3942852
"40 KODIAK CRES","40 Kodiak Crescent, Toronto, ON M3J 3G5, Canada",43.75435179999999,-79.4663429
"2554 DANFORTH AVE","2554 Danforth Avenue, Toronto, ON M4C 1L4, Canada",43.6881936,-79.3017009
"1174 MORNINGSIDE AVE","1174 Morningside Avenue, Toronto, ON M1B, Canada",43.8017872,-79.1996418
"2654 EGLINTON AVE W","2654 Eglinton Avenue West, York, ON M6M 1T7, Canada",43.6904027,-79.4744893
"667 THE QUEENSWAY","667 The Queensway, Toronto, ON M8Y 1K8, Canada",43.6270676,-79.4988358
"117 SPADINA AVE","117 Spadina Avenue, Toronto, ON M5V 2K2, Canada",43.6468031,-79.3954263
"6055 STEELES AVE E","6055 Steeles Avenue East, Toronto, ON M1V 5P6, Canada",43.8357496,-79.25035
"6953 STEELES AVE W","6953 Steeles Avenue West, Toronto, ON M9W 6T6, Canada",43.7529878,-79.62501979999999
"3480 MCNICOLL AVE","3480 McNicoll Avenue, Scarborough, ON M1V 5A7, Canada",43.8232997,-79.25273659999999
"4543 KINGSTON RD","4543 Kingston Road, Toronto, ON M1E 2P3, Canada",43.7720622,-79.1853695
"2864 LAKE SHORE BLVD W","2864 Lake Shore Boulevard West, Toronto, ON M8V 1H9, Canada",43.601299,-79.5029565
"1391 WESTON RD","1391 Weston Road, York, ON M6M 2J1, Canada",43.6915629,-79.5010946
"962 KINGSTON RD","962 Kingston Road, Toronto, ON M4E 1S8, Canada",43.6805975,-79.2874965
"4158 DUNDAS ST W","4158 Dundas Street West, Toronto, ON M8X 1X3, Canada",43.6614007,-79.5088521
"1878 WESTON RD","1878 Weston Road, Toronto, ON M9N 1V9, Canada",43.69985,-79.5156824
"492 DUNDAS ST W","492 Dundas Street West, Toronto, ON M5T 1H1, Canada",43.6531903,-79.3974349
"559 FENMAR DR","559 Fenmar Drive, Toronto, ON M9L 1X1, Canada",43.7638158,-79.55919449999999
"28 SATTERLY RD","28 Satterly Road, Toronto, ON M9L 1E8, Canada",43.7588418,-79.5704485
"172 MILVAN DR","172 Milvan Drive, Toronto, ON M9L, Canada",43.75825700000001,-79.56536369999999
"343 EVANS AVE","343 Evans Avenue, Toronto, ON M8Z 1K2, Canada",43.6155878,-79.52076199999999
"283 MORNINGSIDE AVE","283 Morningside Avenue, Toronto, ON M1E 3G1, Canada",43.7712082,-79.1871122
"3105 KINGSTON RD","3105 Kingston Road, Toronto, ON M1M, Canada",43.7273408,-79.22973890000002
"2046 SHEPPARD AVE E","2046 Sheppard Avenue East, Toronto, ON M2J 5B3, Canada",43.7750722,-79.3303529
"3412 WESTON RD","3412 Weston Road, Toronto, ON M9M, Canada",43.7498994,-79.541963
"1570 DUNDAS ST W","1570 Dundas Street West, Toronto, ON M6K 1T6, Canada",43.6498105,-79.4342708
"1260 DANFORTH AVE","1260 Danforth Avenue, Toronto, ON M4J 1M8, Canada",43.68191909999999,-79.3308012
"677 BURNHAMTHORPE RD","677 Burnhamthorpe Road, Toronto, ON M9C 3P3, Canada",43.6426437,-79.5761677
"269 REXDALE BLVD","269 Rexdale Boulevard, Toronto, ON M9W 1R2, Canada",43.7131802,-79.5782499
"970 DIXON RD","970 Dixon Road, Toronto, ON M9W, Canada",43.6866186,-79.59957949999999
"41 DOVERCOURT RD","41 Dovercourt Road, Toronto, ON M6J 3C2, Canada",43.6411642,-79.4210583
"601 CHRISTIE ST","601 Christie Street, Toronto, ON M6G 4C6, Canada",43.679749,-79.42411059999999
"1837 EGLINTON AVE W","1837 Eglinton Avenue West, Toronto, ON M6E 5B2, Canada",43.6955708,-79.4504013
"141 MARTIN GROVE RD","141 Martin Grove Road, Toronto, ON M9B 4K8, Canada",43.6493164,-79.5489935
"1178 QUEEN ST W","1178 Queen Street West, Toronto, ON M6J 1J4, Canada",43.6428395,-79.4256899
"70 EGLINTON SQ","70 Eglinton Square, Coles, Toronto, ON M1L 2K1, Canada",43.723546,-79.3012242
"95 KING ST E","95 King Street East, Toronto, ON M5C 1G3, Canada",43.64976009999999,-79.3746797
"3500 MCNICOLL AVE","3500 McNicoll Avenue, Scarborough, ON M1V 5A7, Canada",43.8237339,-79.2503725
"30 EGLINTON AVE W","30 Eglinton Avenue West, Toronto, ON M4R 2H1, Canada",43.70659430000001,-79.3997074
"804 SHEPPARD AVE E","804 Sheppard Avenue East, Toronto, ON M2K 1C2, Canada",43.7696563,-79.37449149999999
"840 DANFORTH RD","840 Danforth Avenue, Toronto, ON M4J 1L2, Canada",43.6797664,-79.34057779999999
"514 ANNETTE ST","514 Annette Street, Toronto, ON M6P 1S1, Canada",43.660242,-79.47963899999999
"1020 ST CLAIR AVE W","1020 Saint Clair Avenue West, Toronto, ON M6E, Canada",43.6792332,-79.43786690000002
"2643 EGLINTON AVE W","2643 Eglinton Avenue West, Toronto, ON M6M 1T9, Canada",43.6898358,-79.4759042
"748 MARKHAM RD","748 Markham Road, Toronto, ON M1H 2A8, Canada",43.764895,-79.22729489999999
"1756 LAWRENCE AVE E","1756 Lawrence Avenue East, Toronto, ON M1R 2Y2, Canada",43.7428684,-79.3078544
"592 ELLESMERE RD","592 Ellesmere Road, Toronto, ON M1R 4E9, Canada",43.7635155,-79.2916329
"31 BEVERLY HILLS DR","31 Beverly Hills Drive, North York, ON M3M 1A2, Canada",43.7182179,-79.5115947
"2171 STEELES AVE W","2171 Steeles Avenue West, Riocan Marketplace, North York, ON M3J 3N2, Canada",43.7856684,-79.4759701
"537 QUEEN ST W","537 Queen Street West, Toronto, ON M5V 2B4, Canada",43.6479158,-79.399749
"25 YORK ST","25 York Street, Toronto, ON M5J 2V5, Canada",43.6431525,-79.381458
"2522 JANE ST","2522 Jane Street, North York, ON M3L 2E8, Canada",43.739675,-79.5134878
"2155 ST CLAIR AVE W","2155 Saint Clair Avenue West, Toronto, ON M6N 1K5, Canada",43.6697751,-79.47353939999999
"12 KENSINGTON AVE","12 Kensington Avenue, Toronto, ON M5T 2K1, Canada",43.653181,-79.4002371
"500 ST CLAIR AVE W","500 Saint Clair Avenue West, Toronto, ON, Canada",43.6832151,-79.41825089999999
"2652 ISLINGTON AVE","2652 Islington Avenue, Toronto, ON M9V 2X5, Canada",43.73805369999999,-79.56576419999999
"3321 BLOOR ST W","3321 Bloor Street West, Toronto, ON M8X 1E7, Canada",43.6451931,-79.52057339999999
"185 BRIDGELAND AVE","185 Bridgeland Avenue, Toronto, ON M6A 1Z4, Canada",43.7248325,-79.4666288
"1026 COXWELL AVE","1026 Coxwell Avenue, Toronto, ON M4J 2W9, Canada",43.6966816,-79.32926169999999
"2819 KINGSTON RD","2819 Kingston Road, Toronto, ON M1M, Canada",43.721122,-79.23611799999999
"2177 LAWRENCE AVE E","2177 Lawrence Avenue East, Scarborough, ON M1P 2P5, Canada",43.747246,-79.2840082
"2288 DUNDAS ST W","2288 Dundas Street West, Toronto, ON M6R 1X5, Canada",43.655489,-79.4517583
"549 ST CLAIR AVE W","549 Saint Clair Avenue West, Toronto, ON M6C 2R6, Canada",43.682486,-79.4206488
